GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
psi-probe-core,psiprobe.controllers.logs,FollowController,140,7,24,0,30,3,14,2,2,2
psi-probe-core,psiprobe.controllers.connectors,GetConnectorTrafficController,5,7,0,0,1,3,1,2,1,2
psi-probe-core,psiprobe.controllers.connectors,BaseGetConnectorController,40,10,6,0,10,4,4,3,1,3
psi-probe-core,psiprobe.controllers.connectors,ZoomChartController,15,19,0,0,3,8,2,5,2,5
psi-probe-core,psiprobe.controllers.connectors,GetConnectorProcTimeController,5,7,0,0,1,3,1,2,1,2
psi-probe-core,psiprobe.controllers.connectors,ToggleConnectorStatusController,50,11,0,0,10,5,4,3,4,3
psi-probe-core,psiprobe.controllers.connectors,GetConnectorRequestController,5,7,0,0,1,3,1,2,1,2
psi-probe-core,psiprobe.controllers.connectors,ResetConnectorStatsController,30,14,0,0,4,6,2,4,2,4
psi-probe-core,psiprobe.controllers.connectors,ListConnectorsController,51,33,4,0,11,14,4,9,2,9
psi-probe-core,psiprobe.controllers.system,MemoryStatsController,5,12,0,0,1,5,1,3,1,3
psi-probe-core,psiprobe.controllers.system,MemoryStatsAjaxController,5,7,0,0,1,3,1,2,1,2
psi-probe-core,psiprobe.controllers.system,SysPropsController,5,11,0,0,1,5,1,3,1,3
psi-probe-core,psiprobe.controllers.system,BaseSysInfoController,91,29,6,0,19,11,4,7,1,7
psi-probe-core,psiprobe.controllers.system,SysInfoController,5,7,0,0,1,3,1,2,1,2
psi-probe-core,psiprobe.controllers.system,BaseMemoryStatsController,22,17,0,0,4,7,1,5,1,5
psi-probe-core,psiprobe.controllers.system,OsInfoController,5,12,0,0,1,5,1,3,1,3
psi-probe-core,psiprobe.controllers.system,AdviseGarbageCollectionController,59,18,4,0,13,8,4,5,2,5
psi-probe-core,psiprobe.controllers.system,OsInfoAjaxController,5,7,0,0,1,3,1,2,1,2
psi-probe-core,psiprobe.model.sql,DataSourceTestInfo,27,36,4,0,6,15,4,9,2,9
psi-probe-core,psiprobe.beans.stats.collectors,RuntimeStatsCollectorBean,72,10,2,0,15,4,3,3,2,3
psi-probe-core,psiprobe.beans.stats.collectors,ConnectorStatsCollectorBean,178,10,4,0,22,4,6,3,4,3
psi-probe-core,psiprobe.beans.stats.collectors,ClusterStatsCollectorBean,49,17,4,0,12,7,4,5,2,5
psi-probe-core,psiprobe.beans.stats.collectors,AppStatsCollectorBean,288,25,36,0,55,10,24,7,6,7
psi-probe-core,psiprobe.beans.stats.collectors,DatasourceStatsCollectorBean,141,14,10,0,26,5,9,4,4,4
psi-probe-core,psiprobe.beans.stats.collectors,JvmMemoryStatsCollectorBean,39,14,2,0,8,6,3,4,2,4
psi-probe-core,psiprobe.beans.stats.collectors,AbstractStatsCollectorBean.Entry,3,0,0,0,2,0,1,0,1,0
psi-probe-core,psiprobe.beans.stats.collectors,AbstractStatsCollectorBean,210,37,18,0,48,13,16,7,7,7
psi-probe-core,psiprobe.controllers.help,HelpDatasourcesController,5,7,0,0,1,3,1,2,1,2
psi-probe-core,psiprobe.controllers.help,HelpSessionSearchController,5,7,0,0,1,3,1,2,1,2
psi-probe-core,psiprobe.controllers.help,HelpDatasourceTestController,5,7,0,0,1,3,1,2,1,2
psi-probe-core,psiprobe.controllers.help,HelpThreadsController,5,7,0,0,1,3,1,2,1,2
psi-probe-core,psiprobe.controllers.help,HelpApplicationsController,5,7,0,0,1,3,1,2,1,2
psi-probe-core,psiprobe.controllers.help,HelpThreads2Controller,5,7,0,0,1,3,1,2,1,2
psi-probe-core,psiprobe.model,ApplicationSession,68,125,10,4,11,47,11,31,4,31
psi-probe-core,psiprobe.model,SessionSearchInfo,285,192,84,10,48,65,75,21,29,20
psi-probe-core,psiprobe.model,ThreadPool,0,45,0,0,0,19,0,13,0,13
psi-probe-core,psiprobe.model,SystemInformation,28,24,0,0,8,10,8,7,8,7
psi-probe-core,psiprobe.model,Connector,6,106,0,0,2,44,1,29,1,29
psi-probe-core,psiprobe.model,DisconnectedLogDestination,117,3,4,0,29,1,17,1,15,1
psi-probe-core,psiprobe.model,Application,7,150,0,0,2,64,1,43,1,43
psi-probe-core,psiprobe.model,DataSourceInfo,0,64,0,0,0,24,0,17,0,17
psi-probe-core,psiprobe.model,ApplicationResource,0,66,0,0,0,28,0,19,0,19
psi-probe-core,psiprobe.model,FilterMapping,0,38,0,0,0,16,0,11,0,11
psi-probe-core,psiprobe.model,ServletMapping,0,38,0,0,0,16,0,11,0,11
psi-probe-core,psiprobe.model,IpInfo,36,17,4,0,10,7,5,5,3,5
psi-probe-core,psiprobe.model,ApplicationParam,0,24,0,0,0,10,0,7,0,7
psi-probe-core,psiprobe.model,SunThread,0,80,0,0,0,34,0,23,0,23
psi-probe-core,psiprobe.model,TomcatTestReport,9,71,0,0,4,29,3,17,3,17
psi-probe-core,psiprobe.model,TransportableModel,14,26,4,2,3,5,4,3,1,3
psi-probe-core,psiprobe.model,ServletInfo,22,113,4,0,3,48,4,31,2,31
psi-probe-core,psiprobe.model,FilterInfo,0,24,0,0,0,10,0,7,0,7
psi-probe-core,psiprobe.model,ThreadStackElement,0,38,0,0,0,16,0,11,0,11
psi-probe-core,psiprobe.model,DataSourceInfoGroup,65,22,0,0,19,9,6,3,6,3
psi-probe-core,psiprobe.model,Attribute,0,38,0,0,0,16,0,11,0,11
psi-probe-core,psiprobe.model,RequestProcessor,0,101,0,0,0,43,0,29,0,29
psi-probe-core,psiprobe.jsp,VisualScoreTag,37,439,9,43,11,82,10,37,1,20
psi-probe-core,psiprobe.jsp,AddQueryParamTag,66,17,4,0,13,7,3,5,1,5
psi-probe-core,psiprobe.jsp,VolumeTag,43,10,0,0,9,4,2,3,2,3
psi-probe-core,psiprobe.jsp,Functions,5,0,0,0,1,0,1,0,1,0
psi-probe-core,psiprobe.jsp,DurationTag,112,3,6,0,20,1,8,1,5,1
psi-probe-core,psiprobe.jsp,ParamToggleTag,93,13,6,0,19,5,4,3,1,3
psi-probe-core,psiprobe.jsp,OutTag,103,30,8,0,18,12,7,7,3,7
psi-probe-core,psiprobe.beans,ContainerWrapperBean,235,33,34,0,61,12,24,8,7,8
psi-probe-core,psiprobe.beans,ContainerListenerBean,808,38,68,0,165,7,41,4,7,4
psi-probe-core,psiprobe.beans,ClusterWrapperBean,436,3,26,0,106,1,14,1,1,1
psi-probe-core,psiprobe.beans,LogResolverBean.AbstractLogComparator,12,0,0,0,3,0,1,0,1,0
psi-probe-core,psiprobe.beans,JvmMemoryInfoAccessorBean,140,7,6,0,37,2,4,2,1,2
psi-probe-core,psiprobe.beans,ResourceResolverBean,514,7,58,0,130,2,43,2,14,2
psi-probe-core,psiprobe.beans,LogResolverBean,1176,20,140,0,309,6,94,3,24,3
psi-probe-core,psiprobe.beans,LogResolverBean.LogDestinationComparator,76,0,10,0,15,0,7,0,2,0
psi-probe-core,psiprobe.beans,RuntimeInfoAccessorBean,132,7,6,0,33,2,4,2,1,2
psi-probe-core,psiprobe.beans,LogResolverBean.LogSourceComparator,72,0,8,0,10,0,6,0,2,0
psi-probe-core,psiprobe.beans,JBossResourceResolverBean,293,7,28,0,72,2,23,2,9,2
psi-probe-core,psiprobe.controllers.threads,ListSunThreadsController,222,7,14,0,42,3,10,2,3,2
psi-probe-core,psiprobe.controllers.threads,ThreadStackController,195,17,16,0,31,7,10,4,2,4
psi-probe-core,psiprobe.controllers.threads,GetClassLoaderUrlsController,40,11,4,0,11,4,4,3,2,3
psi-probe-core,psiprobe.controllers.threads,ImplSelectorController,26,17,4,0,5,7,4,5,2,5
psi-probe-core,psiprobe.controllers.threads,ListThreadsController,180,7,18,0,34,3,13,2,4,2
psi-probe-core,psiprobe.controllers.threads,ListThreadPoolsController,18,14,0,0,3,6,2,4,2,4
psi-probe-core,psiprobe.controllers.threads,KillThreadController,52,14,6,0,12,6,5,4,2,4
psi-probe-core,psiprobe.model.stats,StatsCollection,289,227,39,15,56,50,35,15,9,14
psi-probe-core,psiprobe.controllers.filters,ListAppFilterMapsController,19,7,0,0,4,3,2,2,2,2
psi-probe-core,psiprobe.controllers.filters,ListAppFiltersController,18,7,0,0,4,3,2,2,2,2
psi-probe-core,psiprobe.tools.logging.catalina,CatalinaLoggerAccessor,133,0,14,0,17,0,13,0,6,0
psi-probe-core,psiprobe.controllers.truststore,TrustStoreController,127,11,10,0,30,4,7,3,2,3
psi-probe-core,psiprobe.beans.accessors,OpenEjbBasicDatasourceAccessor,2,60,2,4,1,15,3,4,1,3
psi-probe-core,psiprobe.beans.accessors,OpenEjbManagedDatasourceAccessor,43,30,1,3,11,10,2,5,1,4
psi-probe-core,psiprobe.beans.accessors,OracleDatasourceAccessor,31,74,9,7,7,21,8,4,1,3
psi-probe-core,psiprobe.beans.accessors,TomcatJdbcPoolDatasourceAccessor,2,66,3,5,1,15,4,4,1,3
psi-probe-core,psiprobe.beans.accessors,ViburCpDatasourceAccessor,2,63,2,4,1,15,3,4,1,3
psi-probe-core,psiprobe.beans.accessors,C3P0DatasourceAccessor,11,57,4,4,4,14,4,4,1,3
psi-probe-core,psiprobe.beans.accessors,OracleUcpDatasourceAccessor,11,66,3,7,3,17,4,5,1,3
psi-probe-core,psiprobe.beans.accessors,TomEeJdbcPoolDatasourceAccessor,62,0,6,0,16,0,7,0,4,0
psi-probe-core,psiprobe.beans.accessors,Dbcp2DatasourceAccessor,2,60,2,4,1,14,3,4,1,3
psi-probe-core,psiprobe.beans.accessors,HikariCpDatasourceAccessor,2,59,2,4,1,14,3,4,1,3
psi-probe-core,psiprobe.model.certificates,Cert,24,26,4,0,4,12,6,7,4,7
psi-probe-core,psiprobe.model.certificates,ConnectorInfo,39,0,4,0,12,0,9,0,7,0
psi-probe-core,psiprobe.model.certificates,CertificateInfo,60,0,4,0,20,0,15,0,13,0
psi-probe-core,psiprobe.model.certificates,SslHostConfigInfo,124,0,8,0,42,0,31,0,27,0
psi-probe-core,psiprobe.tools,ApplicationUtils,816,0,74,0,191,0,50,0,13,0
psi-probe-core,psiprobe.tools,TimeExpression,134,166,22,18,21,38,19,9,2,5
psi-probe-core,psiprobe.tools,AsyncSocketFactory.SocketRunnable,57,0,2,0,17,0,3,0,2,0
psi-probe-core,psiprobe.tools,AsyncSocketFactory,107,0,10,0,30,0,7,0,2,0
psi-probe-core,psiprobe.tools,ObjectWrapper,28,10,8,0,6,4,5,2,1,2
psi-probe-core,psiprobe.tools,JmxTools,249,0,26,0,55,0,26,0,13,0
psi-probe-core,psiprobe.tools,Whois,162,0,18,0,38,0,13,0,4,0
psi-probe-core,psiprobe.tools,TimeoutException,3,0,0,0,1,0,1,0,1,0
psi-probe-core,psiprobe.tools,BackwardsFileStream,56,0,4,0,15,0,6,0,4,0
psi-probe-core,psiprobe.tools,SizeExpression,24,285,2,26,2,53,2,18,0,4
psi-probe-core,psiprobe.tools,MailMessage,118,60,7,1,32,18,24,4,20,4
psi-probe-core,psiprobe.tools,BackwardsLineReader,130,0,18,0,35,0,14,0,5,0
psi-probe-core,psiprobe.tools,UpdateCommitLock,37,28,6,2,11,6,7,2,3,2
psi-probe-core,psiprobe.tools,LogOutputStream,94,47,19,3,32,13,19,5,4,5
psi-probe-core,psiprobe.tools,AsyncSocketFactory.TimeoutRunnable,32,0,0,0,13,0,2,0,2,0
psi-probe-core,psiprobe.tools,SimpleAccessor,21,47,3,3,8,16,3,6,0,6
psi-probe-core,psiprobe.tools,AsyncSocketFactory.SocketWrapper,26,0,0,0,10,0,7,0,7,0
psi-probe-core,psiprobe.tools,SecurityUtils,60,0,8,0,14,0,7,0,3,0
psi-probe-core,psiprobe.tools,Whois.Response,20,0,0,0,6,0,5,0,5,0
psi-probe-core,psiprobe.tools,Instruments,136,255,33,43,30,67,28,22,3,9
psi-probe-core,psiprobe.tools,Mailer,231,53,17,1,52,22,14,12,5,12
psi-probe-core,psiprobe.scheduler.jobs,ClusterStatsJobDetail,0,15,0,0,0,7,0,4,0,4
psi-probe-core,psiprobe.scheduler.jobs,MemoryStatsJobDetail,0,15,0,0,0,7,0,4,0,4
psi-probe-core,psiprobe.scheduler.jobs,AppStatsJobDetail,0,15,0,0,0,7,0,4,0,4
psi-probe-core,psiprobe.scheduler.jobs,ConnectorStatsJobDetail,0,15,0,0,0,7,0,4,0,4
psi-probe-core,psiprobe.scheduler.jobs,StatsSerializerJobDetail,0,15,0,0,0,7,0,4,0,4
psi-probe-core,psiprobe.scheduler.jobs,RuntimeStatsJobDetail,0,15,0,0,0,7,0,4,0,4
psi-probe-core,psiprobe.scheduler.jobs,DatasourceStatsJobDetail,0,15,0,0,0,7,0,4,0,4
psi-probe-core,psiprobe.controllers.cluster,BaseClusterStatsController,28,27,0,0,5,11,1,7,1,7
psi-probe-core,psiprobe.controllers.cluster,ClusterTrafficStatsController,5,11,0,0,1,5,1,3,1,3
psi-probe-core,psiprobe.controllers.cluster,ClusterStatsController,5,16,0,0,1,7,1,4,1,4
psi-probe-core,psiprobe.controllers.cluster,ClusterRequestsStatsController,5,11,0,0,1,5,1,3,1,3
psi-probe-core,psiprobe.controllers.cluster,ClusterMembersStatsController,5,7,0,0,1,3,1,2,1,2
psi-probe-core,psiprobe.model.java,ThreadModel,0,66,0,0,0,28,0,19,0,19
psi-probe-core,psiprobe.tools.logging.logback13,Logback13LoggerAccessor,253,3,20,0,59,1,20,1,10,1
psi-probe-core,psiprobe.tools.logging.logback13,Logback13AppenderAccessor,101,10,8,0,17,4,13,3,9,3
psi-probe-core,psiprobe.tools.logging.logback13,Logback13FactoryAccessor,225,0,8,0,48,0,9,0,5,0
psi-probe-core,psiprobe.controllers.servlets,ListServletMapsController,51,7,4,0,11,3,5,2,3,2
psi-probe-core,psiprobe.controllers.servlets,ServletsController,5,7,0,0,1,3,1,2,1,2
psi-probe-core,psiprobe.controllers.servlets,ListServletsController,69,7,8,0,16,3,7,2,3,2
psi-probe-core,psiprobe.tools.logging.logback,LogbackLoggerAccessor,263,3,20,0,62,1,20,1,10,1
psi-probe-core,psiprobe.tools.logging.logback,LogbackFactoryAccessor,187,0,6,0,38,0,7,0,4,0
psi-probe-core,psiprobe.tools.logging.logback,LogbackAppenderAccessor,101,10,8,0,17,4,13,3,9,3
psi-probe-core,psiprobe.jfreechart,XYLine3DRenderer,165,0,22,0,46,0,27,0,16,0
psi-probe-core,psiprobe.mappers,AjaxDecoratorMapper,7,60,7,7,1,13,7,3,0,3
psi-probe-core,psiprobe.controllers.datasources,ListAllJdbcResourcesController,52,7,0,0,13,3,2,2,2,2
psi-probe-core,psiprobe.controllers.datasources,ListAllJdbcResourceGroupsController,112,7,14,0,25,3,11,2,4,2
psi-probe-core,psiprobe.controllers.datasources,ResetDataSourceController,98,18,10,0,21,7,8,5,3,5
psi-probe-core,psiprobe.tokenizer,StringTokenizer,50,0,0,0,20,0,7,0,7,0
psi-probe-core,psiprobe.tokenizer,Tokenizer.TokenizerToken,101,0,2,0,27,0,11,0,10,0
psi-probe-core,psiprobe.tokenizer,Tokenizer,577,0,72,0,127,0,56,0,20,0
psi-probe-core,psiprobe.tokenizer,UniqueList,85,0,16,0,20,0,13,0,5,0
psi-probe-core,psiprobe.tokenizer,TokenizerSymbol,148,0,20,0,21,0,16,0,6,0
psi-probe-core,psiprobe.controllers.sql,DataSourceTestController,77,47,10,0,17,20,7,13,2,13
psi-probe-core,psiprobe.controllers.sql,CachedRecordSetController,101,11,6,0,28,4,5,3,2,3
psi-probe-core,psiprobe.controllers.sql,QueryHistoryController,31,7,4,0,9,3,4,2,2,2
psi-probe-core,psiprobe.controllers.sql,ConnectionTestController,157,11,2,0,37,4,5,3,4,3
psi-probe-core,psiprobe.controllers.sql,ExecuteSqlController,297,11,24,0,71,4,15,3,3,3
psi-probe-core,psiprobe.controllers.sql,QueryHistoryItemController,54,7,6,0,17,2,5,2,2,2
psi-probe-core,psiprobe.beans.stats.listeners,AbstractThresholdListener,52,135,8,14,15,35,7,14,2,8
psi-probe-core,psiprobe.beans.stats.listeners,StatsCollectionEvent,5,42,0,0,1,15,1,8,1,8
psi-probe-core,psiprobe.beans.stats.listeners,AbstractStatsCollectionListener,18,87,4,6,5,22,6,9,2,8
psi-probe-core,psiprobe.beans.stats.listeners,MemoryPoolMailingListener,182,30,8,0,42,14,13,8,9,8
psi-probe-core,psiprobe.beans.stats.listeners,AbstractFlapListener,2,338,1,25,0,89,1,41,0,29
psi-probe-core,psiprobe.controllers.certificates,ListCertificatesController,214,147,25,9,56,38,18,9,4,6
psi-probe-core,psiprobe.controllers.certificates,SslHostConfigHelper,84,0,4,0,19,0,5,0,3,0
psi-probe-core,psiprobe.controllers.oshi,OshiController,1738,15,92,0,271,5,68,3,22,3
psi-probe-core,psiprobe.controllers.apps,BaseDownloadXmlConfController,85,14,10,0,16,5,6,4,1,4
psi-probe-core,psiprobe.controllers.apps,DownloadContextXmlConfController,5,7,0,0,1,3,1,2,1,2
psi-probe-core,psiprobe.controllers.apps,GetApplicationRequestDetailsController,5,11,0,0,1,5,1,3,1,3
psi-probe-core,psiprobe.controllers.apps,AjaxUptimeController,53,7,0,0,12,3,2,2,2,2
psi-probe-core,psiprobe.controllers.apps,AjaxToggleContextController,87,11,10,0,16,4,7,3,2,3
psi-probe-core,psiprobe.controllers.apps,RemoveApplicationAttributeController,35,7,0,0,5,3,2,2,2,2
psi-probe-core,psiprobe.controllers.apps,AllAppStatsController,15,19,0,0,3,8,2,5,2,5
psi-probe-core,psiprobe.controllers.apps,ListAppAttributesController,27,7,2,0,6,3,3,2,2,2
psi-probe-core,psiprobe.controllers.apps,BaseGetApplicationController,74,24,12,0,11,10,7,7,1,7
psi-probe-core,psiprobe.controllers.apps,ListApplicationResourcesController,19,7,0,0,3,3,2,2,2,2
psi-probe-core,psiprobe.controllers.apps,StopContextController,5,7,0,0,1,3,1,2,1,2
psi-probe-core,psiprobe.controllers.apps,DownloadWebXmlConfController,5,7,0,0,1,3,1,2,1,2
psi-probe-core,psiprobe.controllers.apps,GetApplicationRuntimeInfoController,5,11,0,0,1,5,1,3,1,3
psi-probe-core,psiprobe.controllers.apps,ViewWebXmlConfController,5,15,0,0,1,7,1,4,1,4
psi-probe-core,psiprobe.controllers.apps,ViewContextXmlConfController,5,15,0,0,1,7,1,4,1,4
psi-probe-core,psiprobe.controllers.apps,StartSummaryContextController,5,11,0,0,1,5,1,3,1,3
psi-probe-core,psiprobe.controllers.apps,BaseViewXmlConfController,153,21,14,0,30,8,8,6,1,6
psi-probe-core,psiprobe.controllers.apps,ListWebappsController,93,7,12,0,18,3,8,2,2,2
psi-probe-core,psiprobe.controllers.apps,AjaxReloadContextController,60,11,8,0,12,4,6,3,2,3
psi-probe-core,psiprobe.controllers.apps,ReloadSummaryContextController,5,11,0,0,1,5,1,3,1,3
psi-probe-core,psiprobe.controllers.apps,ResetAppStatsController,5,10,0,0,2,4,1,3,1,3
psi-probe-core,psiprobe.controllers.apps,BaseReloadContextController,25,7,2,0,7,2,2,2,1,2
psi-probe-core,psiprobe.controllers.apps,ReloadContextController,5,7,0,0,1,3,1,2,1,2
psi-probe-core,psiprobe.controllers.apps,StartContextController,5,7,0,0,1,3,1,2,1,2
psi-probe-core,psiprobe.controllers.apps,ListAppInitParamsController,27,7,2,0,6,3,3,2,2,2
psi-probe-core,psiprobe.controllers.apps,GetApplicationProcDetailsController,5,11,0,0,1,5,1,3,1,3
psi-probe-core,psiprobe.controllers.apps,GetApplicationSummaryController,5,12,0,0,1,5,1,3,1,3
psi-probe-core,psiprobe.controllers.apps,BaseStartContextController,20,7,0,0,5,2,1,2,1,2
psi-probe-core,psiprobe.controllers.apps,BaseStopContextController,20,7,0,0,5,2,1,2,1,2
psi-probe-core,psiprobe.controllers.apps,AbstractNoSelfContextHandlerController,68,14,4,0,11,6,3,4,1,4
psi-probe-core,psiprobe.controllers.apps,StopSummaryContextController,5,11,0,0,1,5,1,3,1,3
psi-probe-core,psiprobe.controllers.jsp,ViewServletSourceController,67,7,6,0,16,3,5,2,2,2
psi-probe-core,psiprobe.controllers.jsp,DownloadServletController,34,3,6,0,10,1,5,1,2,1
psi-probe-core,psiprobe.controllers.jsp,ViewSourceController,162,11,24,0,39,4,14,3,2,3
psi-probe-core,psiprobe.controllers.jsp,DisplayJspController,79,7,8,0,13,3,6,2,2,2
psi-probe-core,psiprobe.controllers.jsp,RecompileJspController,125,11,14,0,23,4,9,3,2,3
psi-probe-core,psiprobe.controllers.jsp,DiscardCompiledJspController,32,7,0,0,4,3,2,2,2,2
psi-probe-core,psiprobe.beans.stats.providers,AbstractSeriesProvider,35,13,2,0,7,3,2,1,1,1
psi-probe-core,psiprobe.beans.stats.providers,MultipleSeriesProvider,125,24,18,0,23,10,12,7,3,7
psi-probe-core,psiprobe.beans.stats.providers,ConnectorSeriesProvider,48,3,6,0,12,1,4,1,1,1
psi-probe-core,psiprobe.beans.stats.providers,MultipleSeriesProvider.Series,100,0,14,0,23,0,9,0,2,0
psi-probe-core,psiprobe.beans.stats.providers,StandardSeriesProvider,75,16,6,0,15,5,4,3,1,3
psi-probe-core,psiprobe,ProbeConfig,14,399,2,6,6,113,2,28,0,26
psi-probe-core,psiprobe,Utils,806,131,100,34,179,31,60,24,10,7
psi-probe-core,psiprobe,ProbeConfigStats,0,450,0,0,0,133,0,28,0,28
psi-probe-core,psiprobe,AbstractTomcatContainer,1127,0,108,0,282,0,86,0,32,0
psi-probe-core,psiprobe,ProbeInitializer,116,3,0,0,23,1,1,1,1,1
psi-probe-core,psiprobe,ProbeConfigScheduler,0,224,0,0,0,56,0,17,0,17
psi-probe-core,psiprobe,AbstractTomcatContainer.FilterMapType,15,0,0,0,3,0,1,0,1,0
psi-probe-core,psiprobe,AwtAppContextClassloaderListener,0,38,0,2,0,16,0,5,0,4
psi-probe-core,psiprobe,ProbeSecurityConfig,0,291,0,0,0,67,0,20,0,20
psi-probe-core,psiprobe,ProbeServlet,56,0,2,0,18,0,9,0,8,0
psi-probe-core,psiprobe,UtilsBase,0,35,0,8,0,7,0,6,0,2
psi-probe-core,psiprobe,PostParameterizableViewController,0,22,0,0,0,3,0,1,0,1
psi-probe-core,psiprobe.model.wrapper,WrapperInfo,0,73,0,0,0,31,0,21,0,21
psi-probe-core,psiprobe.tools.logging.jdk,JuliHandlerAccessor,53,0,8,0,8,0,6,0,2,0
psi-probe-core,psiprobe.tools.logging.jdk,Jdk14HandlerAccessor,106,17,0,0,13,7,7,5,7,5
psi-probe-core,psiprobe.tools.logging.jdk,Jdk14FileHandlerAccessor,5,18,2,2,1,4,2,2,0,2
psi-probe-core,psiprobe.tools.logging.jdk,Jdk14ManagerAccessor,152,0,8,0,31,0,8,0,4,0
psi-probe-core,psiprobe.tools.logging.jdk,Jdk14LoggerAccessor,290,3,26,0,69,1,25,1,12,1
psi-probe-core,psiprobe.model.jmx,MemoryPool,30,56,5,1,5,20,5,13,2,13
psi-probe-core,psiprobe.model.jmx,Cluster,22,169,4,0,3,71,4,47,2,47
psi-probe-core,psiprobe.model.jmx,AsyncClusterSender,0,31,0,0,0,13,0,9,0,9
psi-probe-core,psiprobe.model.jmx,ClusterSender,0,87,0,0,0,37,0,25,0,25
psi-probe-core,psiprobe.model.jmx,ThreadPoolObjectName,22,22,4,0,5,8,4,5,2,5
psi-probe-core,psiprobe.model.jmx,SyncClusterSender,0,38,0,0,0,16,0,11,0,11
psi-probe-core,psiprobe.model.jmx,PooledClusterSender,0,10,0,0,0,4,0,3,0,3
psi-probe-core,psiprobe.model.jmx,RuntimeInformation,0,104,0,0,0,44,0,29,0,29
psi-probe-core,psiprobe.tools.logging.log4j2,Log4J2AppenderAccessor,263,10,22,0,39,4,20,3,9,3
psi-probe-core,psiprobe.tools.logging.log4j2,Log4J2WebLoggerContextUtilsAccessor,85,0,0,0,27,0,3,0,3,0
psi-probe-core,psiprobe.tools.logging.log4j2,Log4J2LoggerConfigAccessor,194,3,10,0,48,1,16,1,11,1
psi-probe-core,psiprobe.tools.logging.log4j2,Log4J2LoggerContextAccessor,60,0,2,0,21,0,4,0,3,0
psi-probe-core,psiprobe.controllers.sessions,ListSessionAttributesController,51,7,6,0,11,3,5,2,2,2
psi-probe-core,psiprobe.controllers.sessions,ExpireSessionsController,83,7,12,0,16,3,8,2,2,2
psi-probe-core,psiprobe.controllers.sessions,ExpireSessionController,27,7,2,0,6,3,3,2,2,2
psi-probe-core,psiprobe.controllers.sessions,RemoveSessAttributeController,46,7,2,0,8,3,3,2,2,2
psi-probe-core,psiprobe.controllers.sessions,ListSessionsController,493,7,108,0,113,3,59,2,5,2
psi-probe-core,psiprobe.scheduler.triggers,MemoryStatsTrigger,0,9,0,0,0,3,0,2,0,2
psi-probe-core,psiprobe.scheduler.triggers,ConnectorStatsTrigger,0,9,0,0,0,3,0,2,0,2
psi-probe-core,psiprobe.scheduler.triggers,DatasourceStatsTrigger,0,9,0,0,0,3,0,2,0,2
psi-probe-core,psiprobe.scheduler.triggers,AppStatsTrigger,0,9,0,0,0,3,0,2,0,2
psi-probe-core,psiprobe.scheduler.triggers,RuntimeStatsTrigger,0,9,0,0,0,3,0,2,0,2
psi-probe-core,psiprobe.scheduler.triggers,StatsSerializerTrigger,0,9,0,0,0,3,0,2,0,2
